1,2023-09-23 22:01:57.472743,1695506517.47274,1,68,5f563cf3-aa96-4dba-9571-a60c4a0b08ee,5a1d487a-5897-4bb1-969d-66b3e8462f9e,Smartphone,Samsung Galaxy S20 Ultra,URLLC,2023-09-23 22:01:54.472822,5G+,0.0176331785672009,34.0267636781067,6.94592687105624,-0.0035403575680263
2,2023-09-23 22:01:57.992606,1695506517.99261,1,19,e26aa928-fb2f-4983-bbc3-c89a3c4f211f,8c006d9c-61a0-45a9-9c2f-b95decaae9df,Smartphone,iPhone 8,mMTC,2023-09-23 22:01:54.992695,5G,0.0328588383762654,18.259927302646,3.82159446137724,0.000618309232080816
3,2023-09-23 22:01:58.020766,1695506518.02077,3,188,0c1d6626-de93-4b56-af38-ef6472f72e10,bd4693a8-c3a6-46a8-9a8d-f10c3e21b6bb,Smartphone,Samsung Galaxy Note 10 Plus,mMTC,2023-09-23 22:01:55.020844,5G,0.0101742995668588,58.9721185283759,13.0686928290455,0.00734944020872057
4,2023-09-23 22:01:58.029573,1695506518.02957,2,147,9deee5d7-38af-45cd-b1b8-96aadf58809b,2ad127c6-bb71-4575-9ed1-37091a78c1ae,Smartphone,Samsung Galaxy S20 Ultra,eMBB,2023-09-23 22:01:55.029642,5G,0.0196814593286319,30.4855442872135,6.04928273642393,0.0107526737673092
5,2023-09-23 22:01:58.049088,1695506518.04909,2,123,11113c09-6c52-4fbb-9925-da2d140fdd44,2cbf82e3-7b13-4d49-8cef-675012819a2b,Smartphone,iPhone X,eMBB,2023-09-23 22:01:55.049161,5G+,0.0231025047873274,25.9712098546614,5.24196410823847,0.00304698375555364
6,2023-09-23 22:01:58.069946,1695506518.06995,1,32,e9ce5443-4f5e-4080-848d-80472d241c6b,74cd7c1d-2890-4cc6-b213-26b946875edb,Smartphone,iPhone 8 Plus,URLLC,2023-09-23 22:01:55.070022,5G+,0.0204618425971795,29.3228724221887,6.38787746944435,0.0143396701339651
7,2023-09-23 22:01:58.086776,1695506518.08678,3,162,58403bb2-6bcc-40f6-830e-e2db7cce895e,96ada85a-da32-484c-930e-ac886e96834b,Smartphone,Samsung Galaxy S21+ 5G,mMTC,2023-09-23 22:01:55.086856,5G,0.00517275042977737,115.992450852848,25.5614769858931,0.00963655035088967
8,2023-09-23 22:01:58.112846,1695506518.11285,3,201,b3336a58-b758-4f5e-89da-190e03e76301,a69b3ed9-a134-4981-8bb6-675d5934fcd2,Smartphone,iPhone 12 Pro,eMBB,2023-09-23 22:01:55.112926,5G+,0.000574083062340443,1045.14492650924,200.724791083465,0.00590877748792159
9,2023-09-23 22:01:58.123155,1695506518.12315,1,46,ee8c0fca-fc7a-489e-92b6-79771c4a85de,1ff39455-d40a-428f-bab2-0d2da3db061a,Smartphone,Samsung Galaxy S21 5G,URLLC,2023-09-23 22:01:55.123219,5G,0.0237802355415693,25.2310368814961,4.97426112346412,-0.00129789018122751
10,2023-09-23 22:01:58.135823,1695506518.13582,2,95,e21e16ec-3a0e-4d5f-834b-deb75918ad92,5e555f57-37f4-4c89-bbfc-8fa1195e2090,Smartphone,iPhone XS,mMTC,2023-09-23 22:01:55.135895,5G+,0.0191760244129148,31.2890715552024,6.0596765441074,-0.0062035826377996
11,2023-09-23 22:01:58.148430,1695506518.14843,3,174,e0c28625-5609-437f-bc0a-4ef60fb8dbdd,63e53fac-4056-473f-aa55-c15d2b9dcd13,Smartphone,Samsung Galaxy S21 5G,URLLC,2023-09-23 22:01:55.148516,5G+,0.000215988073595212,2777.93116079397,555.600724700877,0.00204777762542715
12,2023-09-23 22:01:58.164470,1695506518.16447,2,124,2651cd15-b238-4b91-805b-c6740b3d2f60,64173402-6b7c-4c51-b7a9-55e2d73b1adf,Smartphone,Samsung Galaxy S21 Ultra 5G,URLLC,2023-09-23 22:01:55.164543,5G+,0.0221984478568556,27.0289167904458,5.32323156506092,0.00668891614254679
13,2023-09-23 22:01:58.176591,1695506518.17659,1,5,ba197cbc-b21a-4ef2-af44-3f9aa5b2a5aa,ed8b2978-a01a-4951-915b-e6dca8b3857f,Smartphone,iPhone 12 Pro,mMTC,2023-09-23 22:01:55.176659,5G+,0.0209569194007695,28.6301621209637,5.77153090363359,0.00913940379290434
14,2023-09-23 22:01:58.194830,1695506518.19483,1,15,0310aed3-b613-4f12-a951-2a561b74de1f,e32f6beb-95b1-424c-a62a-40a742045af4,Smartphone,iPhone 12 Pro,mMTC,2023-09-23 22:01:55.194903,5G+,0.011272533078211,53.2267233848049,10.699187433019,-0.00469867912311098
15,2023-09-23 22:01:58.207088,1695506518.20709,3,159,a1392e44-5d0c-4384-9dda-34a6f21d9e5c,d864b128-6178-4b78-9647-2d099df2701b,Smartphone,iPhone 12 Pro,eMBB,2023-09-23 22:01:55.207143,LTE,0.0157537525236478,38.0861638583789,7.16423572283585,-0.00513845954227757
16,2023-09-23 22:01:58.217276,1695506518.21728,3,194,8cfd094e-3313-489f-98f4-95af73bc2968,f248bca7-6962-484c-9718-3f71e4a4eb53,Smartphone,Samsung Galaxy S21+ 5G,URLLC,2023-09-23 22:01:55.217327,5G+,0.0128820863894972,46.5763061866424,9.02193390308229,0.00541996344018019
17,2023-09-23 22:01:58.228693,1695506518.22869,1,35,eb80bb0a-99e2-40b3-83d3-3bffdba1dc36,7781b700-84f4-4d5b-b9e8-7101de7ab247,Smartphone,iPhone 8 Plus,eMBB,2023-09-23 22:01:55.228741,5G+,0.0041399982470042,144.927597598423,28.0360471905968,0.0104689118638919
18,2023-09-23 22:01:58.239558,1695506518.23956,2,133,55bd8bad-a339-4395-b87e-66609a833fb4,95dded45-52a4-4aff-af45-2850ba458409,Smartphone,Samsung Galaxy S20 Ultra,URLLC,2023-09-23 22:01:55.239615,5G,0.0032752518190782,183.192020993631,39.8672303152689,0.0112040497791593
19,2023-09-23 22:01:58.258666,1695506518.25867,1,71,2b153d43-d33e-46a3-a970-91d8768a5688,08865d2c-aa05-407c-934b-52c483ea4c17,Smartphone,Samsung Galaxy S20 Ultra,URLLC,2023-09-23 22:01:55.258733,5G+,0.00447618121272118,134.042830592921,30.5058590403022,-0.00810414169071996
20,2023-09-23 22:01:58.269697,1695506518.2697,2,143,9c44d25a-96e1-4fe7-a015-96a398f7e3ca,7aa78fb6-d602-43ac-803d-82842a90c5cf,Smartphone,Samsung Galaxy Note 10 Plus,mMTC,2023-09-23 22:01:55.269752,5G+,0.00763796970375223,78.5549070331143,17.2733159870383,0.00424055853071456
21,2023-09-23 22:01:58.281055,1695506518.28106,2,111,07223bf1-13e7-482f-9a4c-4eaa991b01a7,83b93e7a-a53c-476d-b424-4fbf41a1e4a3,Smartphone,iPhone 8 Plus,mMTC,2023-09-23 22:01:55.281120,5G,0.00160269710437731,374.368929950188,69.8520594162554,0.00185083267082837
22,2023-09-23 22:01:58.294477,1695506518.29448,2,110,35cc813c-152e-432c-bd83-0bdb5a02fb0d,81151560-903d-4f31-ad54-d07945dc1473,Smartphone,Samsung Galaxy S21 Ultra 5G,URLLC,2023-09-23 22:01:55.294550,5G+,0.00711084301181856,84.378181180877,15.6400918661993,-0.0043790302959223
